,source,product,comments,stars
655,Google Shopping,iPhone 8,It’s an iPhone just like the last ones and the coming ones nothing real special,4.0
656,Google Shopping,iPhone 8,"I've always been a fan of Apple products, and the new Iphone 8 is no exception. It has a great camera. The battery life is fantastic (unless you are FaceTiming which drains the battery faster). I thought I wouldn't like the no headphone jack gimmick, but nowadays most headphones are wireless anyways or you can use the headphone jack adapter, which really isn't as burdensome as I thought.",5.0
657,Google Shopping,iPhone 8,"Purchased iPhone 8+. I had the iPhone 5 before this. I know way past it’s prime but still functional. Very happy with the 8+ so far. Can see the screen much better, clearer pictures, easier to hear others talking, faster processing even with the videos and battery life is so much better. Took some time to get fingerprint log in to work. Had to delete and repeat a few times. Now with it working I do like it. It’s better than having to enter an eight digit pass code every time. Only had a four digit pass code on iPhone 5. Have the otter box defender as the case. Thought it might be too bulky but works just fine for me.",5.0
658,Google Shopping,iPhone 8,Great camera and really fast. So many upgraded features from the iPhone 6 I had. Bought the whole family one.,5.0
659,Google Shopping,iPhone 8,"I would definitely recommend this phone, great features",5.0
660,Google Shopping,iPhone 8,"We love our IPhones, this was for my son. He loves it no issues.",5.0
661,Google Shopping,iPhone 8,Got this IPHONE 8 as an upgrade from my IPHONE 5. Really like the bigger screen and much faster than the 5,5.0
662,Google Shopping,iPhone 8,"The IPhone 8 is a good phone. The small size and more GB than my I6s was an attraction to purchase. The phone is very similar to the I6s, except there are two speakers making the sound quality better when using the “loudspeaker”. The camera is supposed to be better, but I can’t tell the difference between that and the I6s. I wish it had a portrait photo mode that automatically blurs the background. Androids have portrait mode.",4.0
663,Google Shopping,iPhone 8,"I bought this phone for my daughter and she loves it! I wish that Apple would not have gotten rid of the 128gb option, but it is what it is.",5.0
664,Google Shopping,iPhone 8,I purchased this for my eldest son. He loves it but wish he had gotten the plus.,5.0
665,Google Shopping,iPhone 8,I purchased this for my son and he is loving it.The phone seems to do exactly as advertised.,5.0
666,Google Shopping,iPhone 8,I love my iPhone 8pmis. Battery life is amazing. iPhone X has much worse battery life. Definitely would recommend to everyone.,5.0
667,Google Shopping,iPhone 8,Phone works great. I bought the plus size so that I have a larger screen for better visibility.,5.0
668,Google Shopping,iPhone 8,"Phone works great. I bought the black phone,and I love the classy look.",5.0
669,Google Shopping,iPhone 8,Awesome phone and camera...I got the 256G memory....,5.0
670,Google Shopping,iPhone 8,"Easy to use, great extras. Apple Support made set-up a breeze Fantastic!",5.0
671,Google Shopping,iPhone 8,"Love the size, excellent battery life. Recommend!!",5.0
672,Google Shopping,iPhone 8,"Very easy to navigate on this phone, the pictures turn out great",5.0
673,Google Shopping,iPhone 8,Great phone features camera works great and good pictures.,4.0
674,Google Shopping,iPhone 8,"Love the look of this phone, camera takes great pictures",5.0
675,Google Shopping,iPhone 8,This phone does everything. It also has great memory and quality camera.,5.0
676,Google Shopping,iPhone 8,I am a loyal iPhone user and this upgrade came as a necessity when my screen cracked and I was eligible for an upgrade anyway (although my wife thinks I did it on purpose). No complaints on this model. I was not sure if I wanted to wait for the X at that time but I am happy with the 8 Plus - the bigger screen was the best thing since I came from a 6 with the smaller screen.,5.0
677,Google Shopping,iPhone 8,Love that I did not have a huge change in size of phone. Nice updates from the 6s . Enjoying figuring all the bells and whistles out.,5.0
678,Google Shopping,iPhone 8,Went from an iPhone 5s to an 8 plus! Wow - love it,5.0
679,Google Shopping,iPhone 8,I recently purchased this phone for my mother and she loves it! I have the iPhone X and the specs on both devices are amazing. Definitely worth the money!,5.0
680,Google Shopping,iPhone 8,I love this new iPhone. The larger hard drive on the entry level phone is a great upgrade!,5.0
681,Google Shopping,iPhone 8,Phone was for my wife. Nice phone. Good upgrade from 5.,4.0
682,Google Shopping,iPhone 8,"Another great phone from Apple. It is fast, clear photos and looks great with the glass back.",5.0
683,Google Shopping,iPhone 8,"This phone is a lot larger than the previous models. The camera quality is excellent. However, the battery is starting to loose charge and I need to take it in.",4.0
684,Google Shopping,iPhone 8,"Awesome phone, but charging battery is slow, fantastic camera And operates extremely fast",5.0
685,Google Shopping,iPhone 8,The best part of this purchase was the help I received from the employees.,5.0
686,Google Shopping,iPhone 8,"the latest phone from Apple is better than its predecessors yet again. faster, easier to use, and everything you would expect from Apple",5.0
687,Google Shopping,iPhone 8,Love it. Had a 6 plus. Skipped 7 and went straight to 8,5.0
688,Google Shopping,iPhone 8,Upgraded from 6s+. Worth the upgrade. Home button was weird at first but now I like it even more than the actual button on the 6 and other previous models. Battery lasts quite a while.,5.0
689,Google Shopping,iPhone 8,Works great. Happy with my purchase. Got it in space grey.,5.0
690,Google Shopping,iPhone 8,"This is the first iPhone I have ever owned. I am normally an android user but I needed a new phone and there was nothing android out that was interesting to me. Pros of the IPhone 8 -the sound is pretty good -the standby time for the battery feels like forever -I really like the fingerprint scanner -Other than the average white front, the glass finish on the back is actually quite luxurious Cons -The battery seems to drain quick when in use -You have to buy all those extra pieces for fast charging -No back button and menu area on the touchscreen like the android -You can’t customize anything other than basic contributions All in all. The IPhone 8 is pretty alright. I’ll probably honestly go back to android unless Apple owes me with the IPhone X 2",3.0
691,Google Shopping,iPhone 8,"The 21 year old female loves it! What else can you expect out of Apple? As for me, it's too large.",5.0
692,Google Shopping,iPhone 8,"I just recently got the iPhone 8, went in because of the boho special with att. See no difference in the technology than the 7. As. Matter of fact the speaker volume is horrible and the ringer is low. Would save my money I was you",2.0
693,Google Shopping,iPhone 8,Bought for daughter! She had a 7plus and she love this one although it isn’t the color she preferred!,5.0
694,Google Shopping,iPhone 8,The phone quality is good. The photos look great. I’m glad I upgraded.,5.0
695,Google Shopping,iPhone 8,I love my new Iphone 8+ is fast and still has the home button I'd be lost without it. The speakers are great i don't need to use a bluetooth speaker most of the time. I really like the portrait feature.,5.0
696,Google Shopping,iPhone 8,Apple update killed my battery on my 6s Plus. Upgraded to 8 plus and its worth the investment.,5.0
697,Google Shopping,iPhone 8,Love this new phone and love the new look of this phone 8,5.0
698,Google Shopping,iPhone 8,My 4th iPhone. Love it!! I really like the bigger screen if the 8 plus. Even fits in my old case. Would recommend,5.0
699,Google Shopping,iPhone 8,The salesperson was very knowledgeable & helpful..,5.0
700,Google Shopping,iPhone 8,"Slightly faster, more storage ,better battery life miss seoerate head phone jack",4.0
701,Google Shopping,iPhone 8,Switching from a iPhone 6plus to a iPhone 8 Plus was a great choice. It the size of the phones are similar the camera is awesome!!,5.0
702,Google Shopping,iPhone 8,Really elegant looking phone. Impressive. Got it as present for wife.,5.0
703,Google Shopping,iPhone 8,I got this phone for my wife. Its the iPhone 8... what else do i have to say. The specs have been virtually the same for the last 3 iPhones. So there is nothing really special about this one. Its nice and sleek like most Apple products. Best Buy had $100 so I decided it was the best deal at the time. But the box came unsealed so I took off one star for that!,4.0
704,Google Shopping,iPhone 8,"My first iPhone since the 3GS. I got away from them awhile, but now I'm back for good!",5.0
705,Google Shopping,iPhone 8,"The BulletShield material on the exterior offers impact protection in falls up to 6.6 feet, and its thin and lightweight profile doesn't add extra bulk. This Tech21 case resists yellowing and has a scratch-resistant finish.",5.0
706,Google Shopping,iPhone 8,It’s an iPhone 8 what’s not to love. It can fit into iPhone 8 cases which makes it so convenient!,5.0
707,Google Shopping,iPhone 8,The size and function of the iPhone 8 Plus is extremely good,5.0
708,Google Shopping,iPhone 8,"Love my new iPhone ! It works perfectly. Has a fantastic battery life, great camera, and tons of memory.",5.0
